,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,Marital_Status,Car_Ownership,Has_Children,NumberOfFollowups_outlier,Income_Category,id,ProdTaken
24,42.0,1.0,2.0,720.0,2.0,1.0,3.0,4.0,1.0,4.0,2.6,0.0,1.0,4.0,484320.0,1.0,1.0,1.0,0.0,4.0,293.0,1.0
25,30.0,0.0,2.0,1320.0,1.0,1.0,3.0,4.0,1.0,3.0,3.0,0.0,2.0,4.0,397965.0,3.0,0.0,1.0,0.0,3.0,300.0,1.0
26,31.0,1.0,1.0,540.0,2.0,1.0,3.0,4.0,0.0,3.0,3.0,0.0,2.0,2.0,339645.0,3.0,0.0,1.0,0.0,2.0,324.0,1.0
27,32.0,1.0,2.0,600.0,0.0,1.0,3.0,4.0,0.0,3.0,3.0,1.0,1.0,2.0,416040.0,0.0,0.0,1.0,0.0,4.0,338.0,1.0
28,60.0,0.0,2.0,840.0,1.0,1.0,3.0,4.0,1.0,3.0,5.0,1.0,2.0,4.0,400000.0,2.0,1.0,1.0,0.0,3.0,340.0,1.0
29,32.0,1.0,1.0,600.0,2.0,1.0,3.0,3.0,0.0,3.0,1.0,0.0,2.0,2.0,253725.0,2.0,0.0,0.0,0.0,0.0,375.0,1.0
30,25.0,0.0,1.0,900.0,2.0,1.0,2.0,3.0,0.0,3.0,2.0,0.0,4.0,2.0,252270.0,1.0,1.0,0.0,0.0,0.0,401.0,1.0
31,30.0,0.0,1.0,1440.0,1.0,1.0,2.0,6.0,0.0,3.0,3.0,0.0,2.0,2.0,349950.0,3.0,1.0,1.0,1.0,2.0,436.0,1.0
32,35.0,0.0,1.0,1092.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,0.0,4.0,3.0,291795.0,1.0,0.0,1.0,0.0,0.0,441.0,1.0
33,47.0,1.0,2.0,480.0,1.0,1.0,3.0,4.0,1.0,3.0,5.0,0.0,1.0,4.0,417495.0,0.0,0.0,1.0,0.0,4.0,467.0,1.0
34,33.0,1.0,2.0,780.0,2.0,1.0,3.0,4.0,1.0,3.0,2.0,0.0,2.0,4.0,354930.0,3.0,1.0,1.0,0.0,2.0,469.0,1.0
35,55.0,0.0,2.0,420.0,2.0,1.0,3.0,4.0,1.0,3.0,2.0,1.0,2.0,4.0,402840.0,1.0,0.0,1.0,0.0,3.0,479.0,1.0
36,37.0,1.0,3.0,900.0,2.0,1.0,2.0,5.0,4.0,3.0,6.0,0.0,4.0,0.0,519240.0,1.0,1.0,1.0,1.0,4.0,485.0,1.0
37,41.0,1.0,2.0,480.0,1.0,1.0,3.0,4.0,1.0,3.0,3.0,0.0,1.0,4.0,434460.0,3.0,1.0,1.0,0.0,4.0,496.0,1.0
38,36.0,1.0,2.0,480.0,2.0,1.0,3.0,4.0,3.0,3.0,2.0,0.0,1.0,2.0,268755.0,0.0,1.0,1.0,0.0,0.0,512.0,1.0
39,38.0,1.0,2.0,420.0,1.0,1.0,3.0,4.0,2.0,3.0,3.0,1.0,2.0,3.0,344415.0,3.0,0.0,1.0,0.0,2.0,555.0,1.0
40,27.0,0.0,1.0,840.0,2.0,1.0,3.0,3.0,0.0,3.0,2.0,0.0,4.0,2.0,300000.0,2.0,1.0,0.0,0.0,1.0,561.0,1.0
41,41.0,1.0,1.0,1020.0,2.0,1.0,2.0,4.0,0.0,4.0,7.0,0.0,2.0,2.0,269925.0,1.0,1.0,1.0,0.0,0.0,571.0,1.0
42,27.0,1.0,1.0,720.0,1.0,0.0,2.0,4.0,0.0,3.0,3.0,0.0,2.0,2.0,266565.0,0.0,0.0,1.0,0.0,0.0,573.0,1.0
43,30.0,0.0,1.0,840.0,1.0,1.0,2.0,4.0,0.0,3.0,2.0,0.0,2.0,2.0,269295.0,0.0,0.0,1.0,0.0,0.0,575.0,1.0
44,36.0,0.0,1.0,900.0,1.0,1.0,3.0,4.0,0.0,3.0,1.0,0.0,2.0,2.0,340000.0,1.0,0.0,1.0,0.0,2.0,577.0,1.0
45,43.0,1.0,1.0,540.0,2.0,1.0,3.0,4.0,0.0,3.0,5.0,0.0,1.0,2.0,316035.0,0.0,0.0,1.0,0.0,1.0,592.0,1.0
46,26.0,1.0,1.0,420.0,1.0,0.0,3.0,4.0,0.0,3.0,5.0,1.0,2.0,2.0,264375.0,0.0,1.0,1.0,0.0,0.0,598.0,1.0
47,52.0,1.0,2.0,780.0,2.0,1.0,3.0,4.0,4.0,4.0,5.0,1.0,3.0,1.0,554670.0,1.0,1.0,1.0,0.0,4.0,620.0,1.0
48,22.0,0.0,1.0,540.0,1.0,1.0,3.0,5.0,0.0,3.0,3.0,0.0,1.0,2.0,300000.0,0.0,0.0,1.0,1.0,1.0,628.0,1.0
49,20.0,1.0,1.0,540.0,2.0,1.0,3.0,5.0,0.0,3.0,3.0,0.0,1.0,2.0,325785.0,2.0,0.0,1.0,1.0,2.0,629.0,1.0
50,28.0,1.0,1.0,540.0,2.0,1.0,3.0,4.0,0.0,3.0,3.0,0.0,3.0,2.0,317565.0,2.0,1.0,1.0,0.0,1.0,639.0,1.0
51,28.0,1.0,1.0,960.0,1.0,1.0,2.0,5.0,2.0,3.0,3.0,1.0,2.0,3.0,350000.0,1.0,0.0,1.0,1.0,2.0,650.0,1.0
52,49.0,1.0,1.0,960.0,1.0,1.0,3.0,5.0,0.0,3.0,3.0,1.0,2.0,2.0,405435.0,1.0,0.0,1.0,1.0,3.0,651.0,1.0
53,31.0,0.0,1.0,780.0,1.0,1.0,3.0,5.0,0.0,3.0,2.0,0.0,3.0,2.0,429960.0,3.0,1.0,1.0,1.0,4.0,654.0,1.0
54,35.0,0.0,3.0,1020.0,1.0,1.0,3.0,5.0,3.0,3.0,1.8,0.0,2.0,1.0,522855.0,2.0,0.0,1.0,1.0,4.0,669.0,1.0
55,31.0,1.0,2.0,900.0,2.0,1.0,3.0,5.0,0.0,4.0,2.0,0.0,2.0,2.0,317655.0,2.0,0.0,1.0,1.0,1.0,670.0,1.0
56,35.0,1.0,1.0,420.0,1.0,1.0,2.0,5.0,0.0,3.0,3.0,0.0,2.0,2.0,306825.0,1.0,1.0,1.0,1.0,1.0,690.0,1.0
57,32.0,0.0,1.0,660.0,2.0,1.0,3.0,5.0,0.0,4.0,7.0,0.0,5.0,2.0,314265.0,3.0,0.0,1.0,1.0,1.0,708.0,1.0
58,39.0,1.0,1.0,480.0,1.0,1.0,3.0,5.0,0.0,3.0,7.0,0.0,3.0,2.0,312390.0,3.0,0.0,1.0,1.0,1.0,711.0,1.0
59,42.0,0.0,2.0,840.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,363000.0,1.0,0.0,0.0,0.0,3.0,713.0,1.0
60,10.0,1.0,2.0,1020.0,1.0,0.0,3.0,5.0,2.0,3.0,3.0,0.0,4.0,3.0,341385.0,3.0,1.0,1.0,1.0,2.0,723.0,1.0
61,35.0,0.0,1.0,660.0,2.0,0.0,3.0,5.0,0.0,3.0,1.0,0.0,4.0,2.0,375570.0,1.0,0.0,1.0,1.0,3.0,737.0,1.0
62,57.0,0.0,1.0,780.0,1.0,1.0,2.0,4.0,4.0,3.0,1.6,1.0,3.0,0.0,566625.0,1.0,1.0,1.0,0.0,4.0,747.0,1.0
63,36.0,0.0,2.0,960.0,2.0,0.0,2.0,3.0,2.0,3.0,2.0,0.0,4.0,3.0,260265.0,1.0,1.0,1.0,0.0,0.0,749.0,1.0
64,47.0,1.0,2.0,840.0,2.0,1.0,2.0,4.0,2.0,3.0,1.0,1.0,4.0,3.0,300000.0,0.0,0.0,1.0,0.0,1.0,753.0,1.0
65,26.0,1.0,2.0,720.0,2.0,0.0,3.0,4.0,0.0,4.0,5.0,0.0,3.0,2.0,342308.0,0.0,1.0,1.0,0.0,2.0,774.0,1.0
66,20.0,1.0,3.0,540.0,2.0,1.0,2.0,4.0,0.0,3.0,2.0,0.0,4.0,2.0,300000.0,0.0,1.0,1.0,0.0,1.0,782.0,1.0
67,39.0,1.0,3.0,540.0,1.0,1.0,2.0,4.0,1.0,3.0,5.0,0.0,3.0,4.0,490000.0,3.0,0.0,1.0,0.0,4.0,790.0,1.0
68,40.0,1.0,1.0,900.0,2.0,1.0,2.0,5.0,0.0,3.0,3.0,0.0,4.0,2.0,267540.0,1.0,0.0,1.0,1.0,0.0,810.0,1.0
69,32.0,1.0,1.0,900.0,2.0,1.0,2.0,4.0,0.0,3.0,8.0,0.0,3.0,2.0,318240.0,2.0,0.0,1.0,0.0,1.0,812.0,1.0
70,30.6,0.0,2.0,720.0,2.0,1.0,3.0,3.0,0.0,3.0,2.0,0.0,2.0,2.0,278535.0,1.0,0.0,1.0,0.0,0.0,830.0,1.0
71,45.0,0.0,2.0,540.0,2.0,0.0,2.0,4.0,2.0,3.0,6.0,1.0,3.0,3.0,300000.0,1.0,0.0,1.0,0.0,1.0,847.0,1.0
72,31.0,1.0,2.0,960.0,1.0,1.0,3.0,4.0,0.0,3.0,5.0,1.0,1.0,2.0,342900.0,0.0,0.0,1.0,0.0,2.0,852.0,1.0
73,33.0,1.0,1.0,780.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,2.0,2.0,339435.0,0.0,1.0,1.0,0.0,2.0,854.0,1.0
74,14.0,0.0,1.0,1740.0,1.0,0.0,2.0,6.0,1.0,3.0,4.0,0.0,4.0,4.0,501375.0,1.0,1.0,1.0,1.0,4.0,861.0,1.0
75,31.0,0.0,2.0,1020.0,2.0,1.0,3.0,5.0,0.0,4.0,1.0,0.0,4.0,2.0,302100.0,1.0,1.0,1.0,1.0,1.0,863.0,1.0
76,19.0,1.0,1.0,480.0,2.0,1.0,3.0,5.0,0.0,4.0,7.0,0.0,5.0,2.0,300000.0,0.0,1.0,1.0,1.0,1.0,879.0,1.0
77,54.0,0.0,2.0,540.0,1.0,1.0,2.0,6.0,1.0,3.0,5.0,0.0,3.0,4.0,349260.0,1.0,0.0,1.0,1.0,2.0,897.0,1.0
78,37.0,1.0,1.0,600.0,2.0,1.0,3.0,4.0,0.0,3.0,3.0,0.0,2.0,2.0,323670.0,2.0,0.0,1.0,0.0,1.0,902.0,1.0
79,45.0,1.0,2.0,1020.0,2.0,1.0,1.0,3.0,0.0,4.0,2.0,0.0,4.0,2.0,261195.0,1.0,1.0,0.0,0.0,0.0,937.0,1.0
80,30.0,0.0,1.0,900.0,2.0,0.0,1.0,3.0,0.0,4.0,2.0,0.0,3.0,2.0,261045.0,1.0,1.0,0.0,0.0,0.0,945.0,1.0
81,31.0,1.0,3.0,1440.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,0.0,2.0,4.0,379020.0,1.0,1.0,1.0,0.0,3.0,958.0,1.0
82,33.0,1.0,1.0,1260.0,2.0,0.0,2.0,1.0,0.0,3.0,2.0,0.0,4.0,2.0,266925.0,1.0,1.0,1.0,0.0,0.0,967.0,1.0
83,33.6,1.0,1.0,360.0,1.0,0.0,2.0,3.0,0.0,3.0,1.0,0.0,4.0,2.0,254790.0,2.0,1.0,1.0,0.0,0.0,973.0,1.0
84,33.0,1.0,2.0,420.0,2.0,1.0,2.0,3.0,2.0,3.0,7.0,0.0,2.0,3.0,300000.0,1.0,0.0,1.0,0.0,1.0,1007.0,1.0
85,29.0,0.0,1.0,1440.0,2.0,1.0,2.0,3.0,0.0,3.0,1.0,0.0,2.0,2.0,266910.0,1.0,1.0,1.0,0.0,0.0,1038.0,1.0
86,34.0,0.0,2.0,540.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,0.0,1.0,3.0,259305.0,0.0,0.0,0.0,0.0,0.0,1060.0,1.0
87,23.0,1.0,3.0,780.0,2.0,1.0,1.0,3.0,3.0,4.0,3.0,0.0,2.0,1.0,251550.0,2.0,1.0,0.0,0.0,0.0,1065.0,1.0
88,27.0,0.0,2.0,720.0,1.0,0.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,4.0,396120.0,2.0,1.0,1.0,0.0,3.0,1087.0,1.0
89,19.0,0.0,1.0,420.0,2.0,0.0,2.0,3.0,0.0,3.0,2.0,0.0,2.0,2.0,250000.0,2.0,1.0,1.0,0.0,0.0,1108.0,1.0
90,32.0,0.0,1.0,1260.0,1.0,0.0,1.0,3.0,0.0,3.0,1.0,0.0,1.0,2.0,300000.0,2.0,1.0,0.0,0.0,1.0,1118.0,1.0
91,54.0,1.0,2.0,360.0,1.0,1.0,1.0,3.0,1.0,4.0,2.0,0.0,1.0,4.0,300000.0,1.0,0.0,0.0,0.0,1.0,1126.0,1.0
92,51.0,0.0,2.0,660.0,1.0,0.0,1.0,3.0,1.0,4.0,1.0,0.0,2.0,4.0,360285.0,0.0,1.0,0.0,0.0,3.0,1131.0,1.0
93,57.0,0.0,2.0,540.0,2.0,1.0,3.0,3.0,4.0,3.0,6.0,1.0,1.0,0.0,522795.0,2.0,1.0,1.0,0.0,4.0,1142.0,1.0
94,31.0,0.0,2.0,600.0,2.0,1.0,3.0,4.0,0.0,3.0,2.0,0.0,3.0,2.0,312285.0,0.0,1.0,1.0,0.0,1.0,1147.0,1.0
95,27.0,1.0,3.0,1188.0,2.0,1.0,2.0,3.0,2.0,3.0,4.0,0.0,4.0,3.0,302625.0,2.0,0.0,1.0,0.0,1.0,1174.0,1.0
96,20.0,0.0,2.0,984.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,0.0,4.0,3.0,247410.0,2.0,1.0,1.0,0.0,0.0,1184.0,1.0
97,27.0,1.0,1.0,840.0,2.0,1.0,1.0,3.0,0.0,3.0,3.0,0.0,5.0,2.0,270675.0,1.0,1.0,0.0,0.0,0.0,1191.0,1.0
98,32.0,0.0,1.0,1500.0,2.0,0.0,1.0,3.0,0.0,3.0,2.0,0.0,4.0,2.0,259860.0,1.0,0.0,0.0,0.0,0.0,1196.0,1.0
99,25.0,0.0,2.0,660.0,1.0,0.0,2.0,4.0,0.0,3.0,2.0,0.0,2.0,2.0,300000.0,2.0,1.0,0.0,0.0,1.0,1221.0,1.0
100,30.0,1.0,2.0,720.0,2.0,1.0,2.0,4.0,0.0,3.0,2.0,0.0,2.0,2.0,260000.0,1.0,1.0,0.0,0.0,0.0,1228.0,1.0
101,22.0,1.0,2.0,600.0,2.0,1.0,2.0,4.0,1.0,4.0,3.0,0.0,2.0,4.0,461640.0,1.0,0.0,0.0,0.0,4.0,1242.0,1.0
102,25.0,1.0,2.0,1272.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,0.0,4.0,3.0,298245.0,0.0,0.0,1.0,0.0,0.0,1282.0,1.0
103,31.0,1.0,1.0,600.0,0.0,0.0,1.0,3.0,0.0,3.0,3.0,0.0,2.0,2.0,297765.0,1.0,1.0,0.0,0.0,0.0,1296.0,1.0
104,57.0,1.0,2.0,1980.0,0.0,1.0,3.0,3.0,0.0,3.0,6.0,0.0,4.0,2.0,257640.0,1.0,0.0,1.0,0.0,0.0,1321.0,1.0
105,52.0,1.0,3.0,900.0,2.0,0.0,2.0,3.0,4.0,4.0,6.0,0.0,5.0,0.0,472905.0,1.0,0.0,1.0,0.0,4.0,1325.0,1.0
106,29.0,0.0,2.0,756.0,1.0,1.0,2.0,5.0,2.0,3.0,3.0,0.0,2.0,3.0,301965.0,2.0,0.0,0.0,1.0,1.0,1328.0,1.0
107,52.0,0.0,2.0,540.0,2.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,3.0,4.0,393675.0,0.0,0.0,1.0,0.0,3.0,1356.0,1.0
108,40.0,1.0,1.0,480.0,2.0,1.0,2.0,5.0,0.0,3.0,2.0,0.0,2.0,2.0,262230.0,2.0,1.0,1.0,1.0,0.0,1359.0,1.0
109,30.0,0.0,1.0,480.0,2.0,0.0,2.0,5.0,0.0,3.0,2.0,0.0,1.0,2.0,294255.0,3.0,0.0,1.0,1.0,0.0,1363.0,1.0
110,30.0,1.0,1.0,420.0,0.0,1.0,2.0,3.0,0.0,3.0,1.0,0.0,4.0,2.0,257625.0,1.0,0.0,1.0,0.0,0.0,1366.0,1.0
111,28.0,0.0,2.0,1740.0,2.0,1.0,2.0,4.0,0.0,3.0,2.0,0.0,4.0,2.0,326025.0,1.0,0.0,1.0,0.0,2.0,1369.0,1.0
112,48.0,1.0,1.0,600.0,1.0,0.0,2.0,4.0,0.0,3.0,4.0,0.0,4.0,2.0,262650.0,1.0,0.0,1.0,0.0,0.0,1371.0,1.0
113,59.0,1.0,2.0,420.0,1.0,1.0,3.0,4.0,1.0,3.0,6.0,0.0,2.0,4.0,400000.0,3.0,1.0,1.0,0.0,3.0,1392.0,1.0
114,29.0,0.0,2.0,540.0,2.0,1.0,3.0,4.0,2.0,3.0,7.0,0.0,2.0,3.0,351450.0,1.0,1.0,1.0,0.0,2.0,1402.0,1.0
115,39.6,1.0,2.0,600.0,2.0,0.0,1.0,3.0,0.0,3.0,2.0,0.0,4.0,2.0,265485.0,2.0,1.0,0.0,0.0,0.0,1403.0,1.0
116,54.0,0.0,3.0,960.0,2.0,0.0,2.0,3.0,1.0,3.0,4.0,1.0,4.0,4.0,319845.0,1.0,1.0,1.0,0.0,1.0,1405.0,1.0
117,25.0,0.0,2.0,840.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,0.0,1.0,1.0,438480.0,0.0,1.0,1.0,0.0,4.0,1411.0,1.0
118,53.0,1.0,1.0,1080.0,2.0,1.0,2.0,3.0,3.0,3.0,6.0,1.0,4.0,1.0,466230.0,1.0,1.0,1.0,0.0,4.0,1435.0,1.0
119,20.0,1.0,1.0,960.0,2.0,0.0,2.0,4.0,0.0,4.0,3.0,0.0,1.0,2.0,250000.0,2.0,0.0,0.0,0.0,0.0,1445.0,1.0
120,22.0,1.0,1.0,1020.0,0.0,0.0,3.0,4.0,0.0,3.0,3.0,0.0,1.0,2.0,324180.0,0.0,1.0,1.0,0.0,2.0,1454.0,1.0
121,30.0,0.0,2.0,480.0,2.0,1.0,3.0,5.0,0.0,3.0,7.0,0.0,2.0,2.0,319605.0,1.0,0.0,1.0,1.0,1.0,1462.0,1.0
122,41.0,1.0,1.0,480.0,0.0,1.0,2.0,4.0,1.0,3.0,2.0,1.0,3.0,4.0,355425.0,2.0,0.0,1.0,0.0,2.0,1467.0,1.0
123,37.0,1.0,2.0,840.0,2.0,1.0,3.0,5.0,0.0,3.0,2.0,0.0,2.0,2.0,313485.0,0.0,0.0,1.0,1.0,1.0,1478.0,1.0
124,47.0,1.0,3.0,660.0,2.0,1.0,3.0,4.0,1.0,3.0,2.0,1.0,1.0,4.0,500000.0,1.0,1.0,1.0,0.0,4.0,1493.0,1.0
125,40.0,1.0,1.0,480.0,0.0,1.0,2.0,4.0,0.0,3.0,2.0,0.0,3.0,2.0,300000.0,0.0,0.0,0.0,0.0,1.0,1494.0,1.0
126,49.0,0.0,1.0,540.0,2.0,1.0,4.0,5.0,0.0,3.0,7.0,0.0,2.0,2.0,321465.0,1.0,1.0,1.0,1.0,1.0,1498.0,1.0
127,50.0,1.0,1.0,1800.0,2.0,0.0,3.0,4.0,3.0,4.0,6.0,0.0,1.0,0.0,534690.0,0.0,1.0,1.0,0.0,4.0,1508.0,1.0
128,25.0,1.0,2.0,1020.0,2.0,0.0,2.0,4.0,0.0,3.0,2.0,0.0,4.0,2.0,308100.0,2.0,0.0,0.0,0.0,1.0,1521.0,1.0
129,37.0,0.0,3.0,1320.0,2.0,1.0,2.0,4.0,2.0,3.0,2.0,0.0,3.0,3.0,258045.0,1.0,0.0,1.0,0.0,0.0,1522.0,1.0
130,22.0,1.0,2.0,540.0,2.0,0.0,2.0,4.0,1.0,4.0,2.0,0.0,3.0,4.0,500000.0,0.0,1.0,0.0,0.0,4.0,1523.0,1.0
131,21.0,0.0,2.0,600.0,2.0,0.0,2.0,4.0,1.0,3.0,3.0,1.0,4.0,4.0,320000.0,2.0,0.0,1.0,0.0,1.0,1536.0,1.0
132,50.0,1.0,1.0,360.0,0.0,0.0,2.0,4.0,3.0,4.0,7.0,0.0,3.0,1.0,400000.0,2.0,1.0,1.0,0.0,3.0,1554.0,1.0
133,49.0,1.0,2.0,540.0,0.0,1.0,2.0,5.0,3.0,3.0,1.0,0.0,3.0,1.0,428580.0,3.0,0.0,1.0,1.0,4.0,1563.0,1.0
134,53.0,0.0,1.0,540.0,0.0,1.0,2.0,4.0,0.0,4.0,2.0,0.0,4.0,2.0,277305.0,2.0,1.0,0.0,0.0,0.0,1600.0,1.0
135,57.0,0.0,1.0,840.0,2.0,0.0,2.0,4.0,1.0,4.0,1.0,0.0,3.0,4.0,470415.0,1.0,0.0,0.0,0.0,4.0,1602.0,1.0
136,35.0,1.0,3.0,540.0,2.0,0.0,2.0,4.0,1.0,4.0,6.0,1.0,3.0,4.0,350775.0,3.0,1.0,0.0,0.0,2.0,1605.0,1.0
137,46.0,1.0,3.0,1680.0,2.0,1.0,2.0,4.0,3.0,3.0,7.0,0.0,2.0,1.0,374445.0,1.0,0.0,1.0,0.0,3.0,1608.0,1.0
138,38.0,1.0,2.0,720.0,1.0,1.0,3.0,4.0,1.0,3.0,3.0,0.0,2.0,4.0,419880.0,2.0,1.0,1.0,0.0,4.0,1630.0,1.0
139,23.0,1.0,2.0,480.0,1.0,1.0,3.0,4.0,1.0,3.0,2.0,0.0,1.0,4.0,363810.0,1.0,0.0,1.0,0.0,3.0,1667.0,1.0
140,10.0,0.0,1.0,900.0,2.0,1.0,3.0,4.0,0.0,3.0,2.0,0.0,2.0,2.0,325050.0,2.0,0.0,1.0,0.0,2.0,1695.0,1.0
141,56.0,1.0,1.0,840.0,1.0,1.0,3.0,4.0,3.0,3.0,1.8,0.0,1.0,1.0,567900.0,1.0,1.0,1.0,0.0,4.0,1746.0,1.0
142,32.0,0.0,2.0,480.0,2.0,0.0,2.0,5.0,0.0,4.0,2.0,0.0,4.0,2.0,317805.0,2.0,1.0,0.0,1.0,1.0,1756.0,1.0
143,42.0,1.0,2.0,720.0,1.0,1.0,2.0,5.0,0.0,5.0,5.0,0.0,4.0,2.0,331995.0,1.0,1.0,0.0,1.0,2.0,1759.0,1.0
144,27.0,0.0,2.0,600.0,0.0,1.0,3.0,4.0,1.0,4.0,7.0,0.0,2.0,4.0,393060.0,1.0,0.0,0.0,0.0,3.0,1789.0,1.0
145,55.0,0.0,2.0,420.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,0.0,2.0,1.0,480000.0,0.0,1.0,0.0,0.0,4.0,1804.0,1.0
146,20.0,1.0,1.0,600.0,2.0,1.0,3.0,4.0,0.0,3.0,3.0,0.0,4.0,2.0,324960.0,0.0,1.0,1.0,0.0,2.0,1847.0,1.0
147,19.0,1.0,1.0,420.0,0.0,1.0,3.0,5.0,0.0,3.0,2.0,0.0,2.0,2.0,407940.0,2.0,0.0,1.0,1.0,3.0,1852.0,1.0
148,53.0,1.0,2.0,540.0,1.0,0.0,2.0,3.0,1.0,3.0,7.0,0.0,1.0,3.0,375840.0,2.0,0.0,1.0,0.0,3.0,1862.0,1.0
